CENTRAL POLLUTION CONTROL BOARD,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,
"Date: Saturday, Mar 09 2024",,,,,,,
Time: 11:10:08 PM,,,,,,,
Station,"Bapuji Nagar, Bengaluru - KSPCB",,,,,,
Parameter,"PM10,NO2,CO,Ozone,Temp,RH",,,,,,
AvgPeriod,24 Hours,,,,,,
From,01-02-2019 T00:00:00Z 00:00,,,,,,
To,29-02-2024 T23:06:59Z 00:00,,,,,,
,,,,,,,
"Bapuji Nagar, Bengaluru - KSPCB",,,,,,,
 , ,Bapuji Nagar  Bengaluru - KSPCB , , , , ,
From Date,To Date,PM10,NO2,CO,Ozone,Temp,RH
14-05-2023 00:00,15-05-2023 00:00,61.51,33.26,0.94,20.42,25.72,39.89
15-05-2023 00:00,16-05-2023 00:00,77.12,37.33,1.07,20.4,25.85,34.53
16-05-2023 00:00,17-05-2023 00:00,80.6,41.12,1.07,20.38,25.94,34.02
17-05-2023 00:00,18-05-2023 00:00,102.43,53.4,1.1,20.33,25.88,37.36
18-05-2023 00:00,19-05-2023 00:00,70.73,38.82,0.86,20.49,26.22,42.06
19-05-2023 00:00,20-05-2023 00:00,70.72,41.45,0.73,20.47,26.25,42.21
20-05-2023 00:00,21-05-2023 00:00,63.72,37.97,0.93,20.47,26.32,42.95
21-05-2023 00:00,22-05-2023 00:00,62.91,35.48,0.52,21.52,25.87,43.22
22-05-2023 00:00,23-05-2023 00:00,53.66,42.61,0.74,20.65,24.88,43.17
23-05-2023 00:00,24-05-2023 00:00,58.87,41.95,0.69,20.63,26.13,42.95
24-05-2023 00:00,25-05-2023 00:00,60.54,39.79,0.74,20.41,25.84,42.97
25-05-2023 00:00,26-05-2023 00:00,52.68,35.85,0.65,20.55,25.81,41.94
26-05-2023 00:00,27-05-2023 00:00,52.58,32.97,0.6,20.38,25.62,42.19
27-05-2023 00:00,28-05-2023 00:00,61.14,36.18,0.75,20.39,26.56,42.39
28-05-2023 00:00,29-05-2023 00:00,52.67,30.58,0.56,20.3,26.31,42.38
29-05-2023 00:00,30-05-2023 00:00,78.83,47.38,1.15,20.32,26.07,42.72
30-05-2023 00:00,31-05-2023 00:00,61.35,43.85,1.08,20.13,26.09,43.35
31-05-2023 00:00,01-06-2023 00:00,51.36,42.4,0.79,19.44,26.04,37.24
01-06-2023 00:00,02-06-2023 00:00,60.31,31.78,0.57,20.19,26.36,34.66
02-06-2023 00:00,03-06-2023 00:00,103.16,41.25,0.71,20.25,26.08,42.44
03-06-2023 00:00,04-06-2023 00:00,84.68,42.43,0.84,19.27,26.72,42.22
04-06-2023 00:00,05-06-2023 00:00,68.74,22.91,0.59,19.8,26.34,42.85
05-06-2023 00:00,06-06-2023 00:00,58.54,6.45,0.63,19.9,26.92,42.87
06-06-2023 00:00,07-06-2023 00:00,64.19,3.95,0.86,19.48,26.4,42.95
07-06-2023 00:00,08-06-2023 00:00,51.03,3.95,0.69,21.28,26.26,42.51
08-06-2023 00:00,09-06-2023 00:00,31.63,3.86,0.51,20.1,26.17,42.62
09-06-2023 00:00,10-06-2023 00:00,33.23,3.85,0.4,19.48,26.56,42.36
10-06-2023 00:00,11-06-2023 00:00,22.63,3.86,0.39,20.45,26.37,43.34
11-06-2023 00:00,12-06-2023 00:00,26.18,3.99,0.49,20.49,26.35,43.15
12-06-2023 00:00,13-06-2023 00:00,25.22,3.93,0.59,20.6,26.53,43.48
13-06-2023 00:00,14-06-2023 00:00,47.19,4.04,0.73,20.01,26.99,41.63
14-06-2023 00:00,15-06-2023 00:00,47.72,3.91,0.63,20.09,26.83,46.9
15-06-2023 00:00,16-06-2023 00:00,56.29,4.04,0.47,19.95,26.37,48.69
16-06-2023 00:00,17-06-2023 00:00,44.31,3.97,0.14,19.96,26.69,49.94
17-06-2023 00:00,18-06-2023 00:00,56.24,3.88,0.92,20.14,26.93,44.49
18-06-2023 00:00,19-06-2023 00:00,39.68,3.98,0.62,20.11,26.37,43.38
19-06-2023 00:00,20-06-2023 00:00,61.88,3.97,0.61,20.22,26.26,42.84
20-06-2023 00:00,21-06-2023 00:00,49.7,4.99,0.55,14.73,27.59,44.09
21-06-2023 00:00,22-06-2023 00:00,44.57,5.61,0.48,11.53,28.48,43.83
22-06-2023 00:00,23-06-2023 00:00,46.57,5.67,0.8,11.46,28.47,40.05
23-06-2023 00:00,24-06-2023 00:00,38.78,5.76,0.36,11.61,28.66,37.72
24-06-2023 00:00,25-06-2023 00:00,27.86,5.6,0.42,11.33,28.52,43.34
25-06-2023 00:00,26-06-2023 00:00,29.88,5.63,0.43,11.55,28.5,43.36
26-06-2023 00:00,27-06-2023 00:00,33.8,5.7,0.4,11.39,28.34,45.12
27-06-2023 00:00,28-06-2023 00:00,24.5,5.59,0.46,11.61,28.94,48.04
28-06-2023 00:00,29-06-2023 00:00,29.52,5.63,0.44,11.69,29.03,51.01
29-06-2023 00:00,30-06-2023 00:00,26.64,5.62,0.38,11.7,28.79,59.09
30-06-2023 00:00,01-07-2023 00:00,31.64,5.69,0.35,11.59,29.27,51.12
01-07-2023 00:00,02-07-2023 00:00,38.37,5.61,0.49,11.39,29.48,54.77
02-07-2023 00:00,03-07-2023 00:00,34.48,5.69,0.5,11.38,28.99,55.95
03-07-2023 00:00,04-07-2023 00:00,24.45,5.66,0.53,11.48,29.05,47.98
04-07-2023 00:00,05-07-2023 00:00,17.56,5.65,0.38,11.53,28.84,45.41
05-07-2023 00:00,06-07-2023 00:00,24.08,5.68,0.56,11.85,28.84,40.16
06-07-2023 00:00,07-07-2023 00:00,34.21,5.67,0.26,11.24,24.62,28.88
07-07-2023 00:00,08-07-2023 00:00,27.61,5.67,0.61,11.41,26.69,34.18
08-07-2023 00:00,09-07-2023 00:00,23.28,5.64,0.36,11.48,28.97,32.44
09-07-2023 00:00,10-07-2023 00:00,21.84,5.62,0.33,11.57,29.03,28.32
10-07-2023 00:00,11-07-2023 00:00,30.64,5.7,0.68,11.32,29.02,41.8
11-07-2023 00:00,12-07-2023 00:00,35.45,5.67,0.52,11.63,29.05,45.1
12-07-2023 00:00,13-07-2023 00:00,36.45,5.69,0.55,11.44,29.12,36.34
13-07-2023 00:00,14-07-2023 00:00,23.64,5.66,0.69,11.61,29.08,35.05
14-07-2023 00:00,15-07-2023 00:00,26.75,5.61,0.54,11.7,29.11,30.26
15-07-2023 00:00,16-07-2023 00:00,36.73,5.66,0.52,11.42,29.33,21.81
16-07-2023 00:00,17-07-2023 00:00,28.19,5.66,0.38,11.46,29.17,16.32
17-07-2023 00:00,18-07-2023 00:00,43.47,5.66,0.48,11.53,29.12,17.09
18-07-2023 00:00,19-07-2023 00:00,38.5,5.73,0.51,11.66,29.3,17.35
19-07-2023 00:00,20-07-2023 00:00,33.43,5.63,1.03,12.22,29.15,17.25
20-07-2023 00:00,21-07-2023 00:00,45.08,5.67,0.68,11.77,29.36,17.28
21-07-2023 00:00,22-07-2023 00:00,43.04,5.67,0.22,11.36,30.37,17.82
22-07-2023 00:00,23-07-2023 00:00,32.02,5.66,0.56,11.05,30.41,18.72
23-07-2023 00:00,24-07-2023 00:00,20.22,5.62,0.41,11.12,29.9,20.86
24-07-2023 00:00,25-07-2023 00:00,17.62,5.58,0.47,11.42,28.96,25.16
25-07-2023 00:00,26-07-2023 00:00,16.47,5.66,0.52,11.44,28.71,24.05
26-07-2023 00:00,27-07-2023 00:00,14.54,5.71,0.44,11.67,27.23,34.05
27-07-2023 00:00,28-07-2023 00:00,22.82,5.63,0.53,11.54,27.55,25.39
28-07-2023 00:00,29-07-2023 00:00,47.44,5.7,0.61,11.3,29.13,17.03
29-07-2023 00:00,30-07-2023 00:00,38.75,5.64,0.31,11.5,28.56,19.44
30-07-2023 00:00,31-07-2023 00:00,38.11,5.61,0.64,11.12,29.76,22.88
31-07-2023 00:00,01-08-2023 00:00,35.13,5.68,0.38,11.02,30.38,26.45
01-08-2023 00:00,02-08-2023 00:00,41.72,5.64,0.74,11.22,29.93,26.91
02-08-2023 00:00,03-08-2023 00:00,46.26,5.67,0.46,11.53,29.9,25.41
03-08-2023 00:00,04-08-2023 00:00,37.51,5.75,0.42,11.57,31.14,25.65
04-08-2023 00:00,05-08-2023 00:00,41.84,5.67,0.46,11.31,31.96,40.64
05-08-2023 00:00,06-08-2023 00:00,37.38,5.65,0.44,11.38,31.43,53.95
06-08-2023 00:00,07-08-2023 00:00,75.64,5.61,0.46,11.46,30.54,53.43
07-08-2023 00:00,08-08-2023 00:00,41,5.73,0.49,11.43,30.68,36.38
08-08-2023 00:00,09-08-2023 00:00,36.24,5.68,0.57,11.63,31.57,36.93
09-08-2023 00:00,10-08-2023 00:00,64.62,5.64,0.7,11.25,29.9,43.08
10-08-2023 00:00,11-08-2023 00:00,53.23,5.65,0.66,11.37,26.22,40.84
11-08-2023 00:00,12-08-2023 00:00,57.18,5.72,0.72,11.26,25.75,41.6
12-08-2023 00:00,13-08-2023 00:00,68,5.68,1.44,13.52,26.01,42.66
13-08-2023 00:00,14-08-2023 00:00,75,5.67,0.47,11.71,24.9,50.33
14-08-2023 00:00,15-08-2023 00:00,75.64,5.7,0.44,10.98,25.01,53.97
15-08-2023 00:00,16-08-2023 00:00,63,5.67,0.48,11.54,24.61,46.23
16-08-2023 00:00,17-08-2023 00:00,75.64,5.62,0.48,11.6,25.9,46.2
17-08-2023 00:00,18-08-2023 00:00,75.64,5.64,0.55,11.52,25.82,51.09
18-08-2023 00:00,19-08-2023 00:00,75.64,5.71,0.54,11.86,24.81,49.66
19-08-2023 00:00,20-08-2023 00:00,75.64,5.69,0.42,11.71,25.28,57.12
20-08-2023 00:00,21-08-2023 00:00,75.64,5.6,0.49,11.6,25.21,37.8
21-08-2023 00:00,22-08-2023 00:00,75.64,5.64,1.22,11.71,26.13,37.55
22-08-2023 00:00,23-08-2023 00:00,75.64,5.67,0.8,11.71,27.38,36.3
23-08-2023 00:00,24-08-2023 00:00,75.64,5.62,0.58,11.9,26.7,34.79
24-08-2023 00:00,25-08-2023 00:00,75.64,5.64,0.63,12.39,26.65,42.66
25-08-2023 00:00,26-08-2023 00:00,65,5.63,0.82,11.85,26.87,52.8
26-08-2023 00:00,27-08-2023 00:00,75.72,5.61,0.48,11.75,25.4,52.97
27-08-2023 00:00,28-08-2023 00:00,76.97,5.67,0.38,11.92,24.56,52.45
28-08-2023 00:00,29-08-2023 00:00,92.37,5.75,0.8,11.79,25.06,52.84
29-08-2023 00:00,30-08-2023 00:00,85.8,6.38,0.84,11.73,26.46,54.07
30-08-2023 00:00,31-08-2023 00:00,66.94,8.61,0.55,12.06,27.43,53
31-08-2023 00:00,01-09-2023 00:00,68.35,8.37,0.66,11.5,28.38,55.77
01-09-2023 00:00,02-09-2023 00:00,70.85,8.41,0.79,11.44,27.14,55.85
02-09-2023 00:00,03-09-2023 00:00,48.98,8.39,0.66,11.88,26.17,57.59
03-09-2023 00:00,04-09-2023 00:00,68.36,8.64,0.6,11.86,25.76,56.94
04-09-2023 00:00,05-09-2023 00:00,76.39,8.43,0.58,11.77,24.46,59.48
05-09-2023 00:00,06-09-2023 00:00,60.12,8.61,0.61,11.75,24.66,84.15
06-09-2023 00:00,07-09-2023 00:00,24.3,8.66,0.51,11.89,24.79,77.91
07-09-2023 00:00,08-09-2023 00:00,31.03,8.49,0.4,11.81,25.71,75
08-09-2023 00:00,09-09-2023 00:00,32.74,8.62,0.4,11.91,25.42,81.38
09-09-2023 00:00,10-09-2023 00:00,48.32,8.72,0.55,11.66,26.3,71.59
10-09-2023 00:00,11-09-2023 00:00,55.06,8.65,0.45,11.72,26.53,71.61
11-09-2023 00:00,12-09-2023 00:00,37.68,8.39,0.54,11.79,27.11,74.51
12-09-2023 00:00,13-09-2023 00:00,48.14,8.36,0.56,11.64,26.91,76.73
13-09-2023 00:00,14-09-2023 00:00,42.46,8.36,0.52,11.78,26.15,80.54
14-09-2023 00:00,15-09-2023 00:00,35.26,8.65,0.44,11.7,25.32,59.48
15-09-2023 00:00,16-09-2023 00:00,40.17,8.52,0.5,11.67,25.68,67.44
16-09-2023 00:00,17-09-2023 00:00,25.33,8.55,0.44,11.76,26.48,85.3
17-09-2023 00:00,18-09-2023 00:00,37.86,8.5,0.54,11.73,26.56,88.5
18-09-2023 00:00,19-09-2023 00:00,30.34,8.53,0.44,11.76,26.07,69.97
19-09-2023 00:00,20-09-2023 00:00,42.36,8.38,0.55,11.68,26.62,78.81
20-09-2023 00:00,21-09-2023 00:00,40.58,8.61,0.64,11.8,26.67,48.34
21-09-2023 00:00,22-09-2023 00:00,51.65,8.44,0.59,11.72,26.59,63.7
22-09-2023 00:00,23-09-2023 00:00,51.22,8.4,0.54,11.51,25.59,62.71
23-09-2023 00:00,24-09-2023 00:00,75.64,24.07,0.74,23.56,26.04,63.45
24-09-2023 00:00,25-09-2023 00:00,75.64,24.07,0.74,23.56,26.04,63.45
25-09-2023 00:00,26-09-2023 00:00,75.64,24.07,0.74,23.56,26.04,63.45
26-09-2023 00:00,27-09-2023 00:00,35.6,8.46,0.48,11.38,28.36,63.7
27-09-2023 00:00,28-09-2023 00:00,47.89,8.45,0.55,11.74,26.63,64.5
28-09-2023 00:00,29-09-2023 00:00,40.63,8.66,0.46,11.57,26.25,63.85
29-09-2023 00:00,30-09-2023 00:00,37.74,8.64,0.33,11.47,25.97,64.99
30-09-2023 00:00,01-10-2023 00:00,35.7,8.34,0.48,11.33,26.22,65.99
01-10-2023 00:00,02-10-2023 00:00,25.16,8.42,0.33,11.65,26.67,66.26
02-10-2023 00:00,03-10-2023 00:00,67.51,8.54,0.6,11.54,27.04,69.52
03-10-2023 00:00,04-10-2023 00:00,104.2,8.41,0.82,11.6,27.66,76.81
04-10-2023 00:00,05-10-2023 00:00,111.79,8.23,0.92,11.63,28.22,82.3
05-10-2023 00:00,06-10-2023 00:00,107.77,8.72,0.93,11.6,28.96,86.44
06-10-2023 00:00,07-10-2023 00:00,118.86,8.42,0.97,11.72,28.79,87.52
07-10-2023 00:00,08-10-2023 00:00,117.13,8.39,1.05,11.63,29.06,87.68
08-10-2023 00:00,09-10-2023 00:00,82.04,8.47,0.74,11.58,29.29,87.95
09-10-2023 00:00,10-10-2023 00:00,65.03,8.73,0.8,11.61,28.12,87.86
10-10-2023 00:00,11-10-2023 00:00,77.05,8.67,0.85,11.55,27.67,87.36
11-10-2023 00:00,12-10-2023 00:00,86.35,8.79,1.22,11.58,27.66,87.55
12-10-2023 00:00,13-10-2023 00:00,114.6,8.49,1.17,11.59,27.9,87.2
13-10-2023 00:00,14-10-2023 00:00,125,8.73,1.2,11.47,26.72,86.93
14-10-2023 00:00,15-10-2023 00:00,120,8.41,1.13,11.68,25.86,86.59
15-10-2023 00:00,16-10-2023 00:00,64.53,8.58,0.56,11.46,26.05,86.61
16-10-2023 00:00,17-10-2023 00:00,92.86,8.41,0.79,11.52,26.48,86
17-10-2023 00:00,18-10-2023 00:00,98.88,8.66,0.84,11.47,27.2,85.88
18-10-2023 00:00,19-10-2023 00:00,124.13,8.62,0.99,11.43,27.04,85.86
19-10-2023 00:00,20-10-2023 00:00,143.39,8.51,1.09,11.33,27.33,86.31
20-10-2023 00:00,21-10-2023 00:00,137.42,8.64,1.13,11.51,27.79,87.17
21-10-2023 00:00,22-10-2023 00:00,127.95,8.5,1.21,11.47,28.24,87.85
22-10-2023 00:00,23-10-2023 00:00,126.14,8.88,1.01,11.47,28.31,87.73
23-10-2023 00:00,24-10-2023 00:00,139.39,8.53,1.76,12.49,28.13,88.01
24-10-2023 00:00,25-10-2023 00:00,112.54,8.64,0.61,11.56,26.62,87.86
25-10-2023 00:00,26-10-2023 00:00,120.34,8.3,1,11.53,26.88,87.78
26-10-2023 00:00,27-10-2023 00:00,123.94,8.57,1.07,11.52,27.36,87.88
27-10-2023 00:00,28-10-2023 00:00,119.71,8.59,0.93,11.5,28.01,87.96
28-10-2023 00:00,29-10-2023 00:00,79.42,8.41,0.81,11.49,28.81,87.92
29-10-2023 00:00,30-10-2023 00:00,69.15,8.66,0.64,11.33,29.17,88.04
30-10-2023 00:00,31-10-2023 00:00,65.98,8.46,0.77,11.33,28.05,88.27
31-10-2023 00:00,01-11-2023 00:00,123.16,8.43,1.05,11.48,27.66,88.22
01-11-2023 00:00,02-11-2023 00:00,106.24,8.27,1.01,11.42,28.13,88.09
02-11-2023 00:00,03-11-2023 00:00,85.95,8.36,1.02,11.34,28.89,88.05
03-11-2023 00:00,04-11-2023 00:00,59.86,8.65,0.91,11.44,29.6,88.05
04-11-2023 00:00,05-11-2023 00:00,57.39,8.57,0.94,11.43,29.38,88.17
05-11-2023 00:00,06-11-2023 00:00,40.46,8.45,0.58,11.39,29.25,87.86
06-11-2023 00:00,07-11-2023 00:00,66.55,8.22,1.01,11.38,28.7,87.81
07-11-2023 00:00,08-11-2023 00:00,70.72,8.43,1.38,12.36,26.77,88.05
08-11-2023 00:00,09-11-2023 00:00,64.26,8.57,0.86,11.24,27.91,87.93
09-11-2023 00:00,10-11-2023 00:00,85.25,8.46,1,11.45,27.6,88.3
10-11-2023 00:00,11-11-2023 00:00,99.82,8.43,1,11.48,27.92,88.2
11-11-2023 00:00,12-11-2023 00:00,115.27,8.36,1.04,11.51,26.76,88.09
12-11-2023 00:00,13-11-2023 00:00,147.52,8.34,1.03,11.27,26.24,88.43
13-11-2023 00:00,14-11-2023 00:00,176.08,8.3,1.11,11.34,26.23,88.57
14-11-2023 00:00,15-11-2023 00:00,169.91,8.62,1.07,11.39,25.25,89.02
15-11-2023 00:00,16-11-2023 00:00,153.81,8.41,1.27,11.07,26.66,88.36
16-11-2023 00:00,17-11-2023 00:00,127.26,8.54,1.23,11.16,28.23,88.31
17-11-2023 00:00,18-11-2023 00:00,117.74,8.52,1.01,11.33,29.01,88.21
18-11-2023 00:00,19-11-2023 00:00,86.78,8.58,1.07,10.94,29.82,88.3
19-11-2023 00:00,20-11-2023 00:00,62.96,8.66,0.65,11.07,27.9,88.49
20-11-2023 00:00,21-11-2023 00:00,89.58,8.5,1.08,11.17,28.06,88.62
21-11-2023 00:00,22-11-2023 00:00,87.69,8.6,1.17,11.18,28.41,88.58
22-11-2023 00:00,23-11-2023 00:00,75.43,8.56,1.19,9.64,29.37,88.51
23-11-2023 00:00,24-11-2023 00:00,56.81,8.53,0.76,10.84,29.16,88.55
24-11-2023 00:00,25-11-2023 00:00,51.39,8.53,0.69,11.11,29.05,88.69
25-11-2023 00:00,26-11-2023 00:00,64.25,8.46,1.12,11.34,28.65,88.92
26-11-2023 00:00,27-11-2023 00:00,72.66,8.52,0.73,10.61,29.18,88.83
27-11-2023 00:00,28-11-2023 00:00,50.85,8.67,0.78,10.59,29.55,88.73
28-11-2023 00:00,29-11-2023 00:00,64.87,8.37,0.92,10.54,29.86,88.71
29-11-2023 00:00,30-11-2023 00:00,50.73,8.71,0.8,10.91,30.53,88.55
30-11-2023 00:00,01-12-2023 00:00,48.29,8.45,0.79,11.22,29.68,88.78
01-12-2023 00:00,02-12-2023 00:00,72.09,8.84,1.06,11.16,29.54,88.97
02-12-2023 00:00,03-12-2023 00:00,96.39,8.58,1.21,11.05,29.56,88.82
03-12-2023 00:00,04-12-2023 00:00,63.7,8.62,0.98,11.21,30.04,89.07
04-12-2023 00:00,05-12-2023 00:00,74.71,8.61,0.97,11.26,29.09,89.24
05-12-2023 00:00,06-12-2023 00:00,74.92,8.55,1.1,10.82,29.55,89.11
06-12-2023 00:00,07-12-2023 00:00,137.19,8.5,1.95,10.29,30.56,88.47
07-12-2023 00:00,08-12-2023 00:00,83.8,8.29,0.76,10.67,30.98,88.4
08-12-2023 00:00,09-12-2023 00:00,91.71,8.59,0.88,10.7,30.82,88.52
09-12-2023 00:00,10-12-2023 00:00,86.78,8.53,1,11.17,30.67,88.54
10-12-2023 00:00,11-12-2023 00:00,81.89,8.62,0.75,11.16,30.24,88.73
11-12-2023 00:00,12-12-2023 00:00,95.87,8.53,1,10.98,30.39,88.72
12-12-2023 00:00,13-12-2023 00:00,119.11,8.54,1.09,10.9,29.96,89.02
13-12-2023 00:00,14-12-2023 00:00,117.68,8.83,1.1,10.96,28.69,89
14-12-2023 00:00,15-12-2023 00:00,102.12,8.53,0.88,10.85,28.08,89.04
15-12-2023 00:00,16-12-2023 00:00,130.39,8.51,1,10.95,27.76,89.05
16-12-2023 00:00,17-12-2023 00:00,72.12,8.6,1.13,11.06,28.82,88.93
17-12-2023 00:00,18-12-2023 00:00,82.07,8.64,1.07,11.14,28.8,89.11
18-12-2023 00:00,19-12-2023 00:00,103.38,8.28,1.11,11.27,27.82,89.36
19-12-2023 00:00,20-12-2023 00:00,141.73,8.61,1.2,11.04,28.32,89.02
20-12-2023 00:00,21-12-2023 00:00,126.81,8.65,1.25,10.85,28.72,89.1
21-12-2023 00:00,22-12-2023 00:00,106.24,8.49,1.05,10.83,28.94,89.07
22-12-2023 00:00,23-12-2023 00:00,131.2,8.62,1.25,10.94,29.8,88.78
23-12-2023 00:00,24-12-2023 00:00,141.46,8.51,0.95,10.99,28.91,88.92
24-12-2023 00:00,25-12-2023 00:00,116.66,8.53,0.97,11.04,28.74,88.86
25-12-2023 00:00,26-12-2023 00:00,77.91,8.51,0.86,11.12,30.03,89.09
26-12-2023 00:00,27-12-2023 00:00,91.35,8.62,0.86,11.15,29.21,88.89
27-12-2023 00:00,28-12-2023 00:00,90.72,8.47,0.93,11.16,29.03,88.92
28-12-2023 00:00,29-12-2023 00:00,86.97,8.71,0.83,11.15,29.4,88.94
29-12-2023 00:00,30-12-2023 00:00,82.21,8.48,0.86,11.09,28.97,89.18
30-12-2023 00:00,31-12-2023 00:00,67.68,8.58,0.74,11.14,27.88,88.78
31-12-2023 00:00,01-01-2024 00:00,74.78,8.53,0.66,11.16,27.47,89.02
01-01-2024 00:00,02-01-2024 00:00,93.5,8.64,0.81,11.16,27.66,88.85
02-01-2024 00:00,03-01-2024 00:00,102.53,8.46,0.84,11.27,29.03,89.03
03-01-2024 00:00,04-01-2024 00:00,109,8.26,0.65,11.14,29.23,89.1
04-01-2024 00:00,05-01-2024 00:00,116.03,8.7,0.88,11.11,29.13,89.12
05-01-2024 00:00,06-01-2024 00:00,82.31,8.32,0.77,11.13,29.71,89.02
06-01-2024 00:00,07-01-2024 00:00,76.77,8.41,0.86,11.16,30,88.91
07-01-2024 00:00,08-01-2024 00:00,72.26,8.61,0.71,11.12,30.12,88.95
08-01-2024 00:00,09-01-2024 00:00,58.66,8.33,0.91,11.31,29.35,89.46
09-01-2024 00:00,10-01-2024 00:00,83.12,8.55,0.89,11.28,29.28,89.21
10-01-2024 00:00,11-01-2024 00:00,86.13,8.49,0.81,11.28,28.97,89.06
11-01-2024 00:00,12-01-2024 00:00,98.71,8.31,0.87,11.19,29.4,88.85
12-01-2024 00:00,13-01-2024 00:00,102.17,8.53,0.82,11.05,29.4,88.96
13-01-2024 00:00,14-01-2024 00:00,125.75,8.47,0.91,11.09,30.02,89
14-01-2024 00:00,15-01-2024 00:00,153.56,8.57,1.15,11.12,30.78,88.77
15-01-2024 00:00,16-01-2024 00:00,131.68,8.6,0.92,11.05,30.41,88.78
16-01-2024 00:00,17-01-2024 00:00,129.04,8.52,0.66,12.53,28.05,89.54
17-01-2024 00:00,18-01-2024 00:00,107.34,8.52,0.58,11.39,29.35,88.79
18-01-2024 00:00,19-01-2024 00:00,103.54,8.38,0.73,11.7,30.03,88.77
19-01-2024 00:00,20-01-2024 00:00,110.25,8.6,0.69,11.38,30.37,88.76
20-01-2024 00:00,21-01-2024 00:00,99.91,8.49,0.59,11.23,30.82,88.71
21-01-2024 00:00,22-01-2024 00:00,109.67,8.34,0.66,11.05,29.69,88.48
22-01-2024 00:00,23-01-2024 00:00,90.21,8.39,0.68,9.37,29.46,88.48
23-01-2024 00:00,24-01-2024 00:00,91.75,8.44,0.79,9.97,29.23,88.5
24-01-2024 00:00,25-01-2024 00:00,91.12,8.47,0.75,10.37,28.5,88.72
25-01-2024 00:00,26-01-2024 00:00,95.93,8.37,0.82,10.36,28.08,88.48
26-01-2024 00:00,27-01-2024 00:00,78.99,8.4,0.8,10.56,26.84,88.72
27-01-2024 00:00,28-01-2024 00:00,79.18,8.51,0.8,10.19,26.48,88.8
28-01-2024 00:00,29-01-2024 00:00,75.91,8.43,0.76,10.28,26.6,88.78
29-01-2024 00:00,30-01-2024 00:00,98,8.44,0.76,10.6,26.16,88.77
30-01-2024 00:00,31-01-2024 00:00,137.94,8.4,0.77,10.81,26.86,88.59
31-01-2024 00:00,01-02-2024 00:00,140.43,8.62,0.83,10.75,27.77,88.46
01-02-2024 00:00,02-02-2024 00:00,91.3,8.63,0.76,11.06,26.26,88.21
02-02-2024 00:00,03-02-2024 00:00,83.4,8.59,0.74,11.07,25.4,87.93
03-02-2024 00:00,04-02-2024 00:00,91.05,8.41,0.77,11,25.3,87.99
04-02-2024 00:00,05-02-2024 00:00,95.46,8.36,0.72,11.23,24.34,88.14
05-02-2024 00:00,06-02-2024 00:00,94.29,8.44,0.76,11.26,25.14,88.16
06-02-2024 00:00,07-02-2024 00:00,109.6,8.46,0.71,11.21,26.39,88.11
07-02-2024 00:00,08-02-2024 00:00,114.99,8.5,0.87,11.24,27.11,88.01
08-02-2024 00:00,09-02-2024 00:00,124.44,8.42,0.69,11.15,26.93,87.82
09-02-2024 00:00,10-02-2024 00:00,96.2,8.56,0.69,11.14,28.42,87.91
10-02-2024 00:00,11-02-2024 00:00,95.49,8.44,0.73,10.97,27.92,88.34
11-02-2024 00:00,12-02-2024 00:00,96.07,8.37,0.69,10.46,27.02,88.43
12-02-2024 00:00,13-02-2024 00:00,106.99,8.43,0.78,10.73,27.16,88.34
13-02-2024 00:00,14-02-2024 00:00,81.12,8.54,0.72,10.39,27.42,88.53
14-02-2024 00:00,15-02-2024 00:00,83.54,8.51,0.73,10.64,27.28,88.36
15-02-2024 00:00,16-02-2024 00:00,92.63,8.46,0.81,10.68,27.01,88.42
16-02-2024 00:00,17-02-2024 00:00,84.51,8.5,0.75,10.97,27.02,88.59
17-02-2024 00:00,18-02-2024 00:00,95.24,8.52,0.72,12.1,27.47,88.33
18-02-2024 00:00,19-02-2024 00:00,111.26,8.41,0.67,10.89,29.19,88.17
19-02-2024 00:00,20-02-2024 00:00,91.43,8.44,0.62,10.92,28.56,88.11
20-02-2024 00:00,21-02-2024 00:00,100.79,8.78,0.63,11.31,27.45,88.62
21-02-2024 00:00,22-02-2024 00:00,110.79,8.67,0.66,15.11,39.68,88.68
22-02-2024 00:00,23-02-2024 00:00,112.83,8.74,0.6,16.6,39.36,88.71
23-02-2024 00:00,24-02-2024 00:00,109,8.82,0.56,15.82,39.6,88.68
24-02-2024 00:00,25-02-2024 00:00,86.76,8.29,0.58,13.84,39.01,88.51
25-02-2024 00:00,26-02-2024 00:00,79.94,8.19,0.68,18.64,39.19,88.88
26-02-2024 00:00,27-02-2024 00:00,62.41,8.49,0.6,9.12,38.33,88.92
27-02-2024 00:00,28-02-2024 00:00,80.31,8.36,0.55,12.98,38.05,88.86
28-02-2024 00:00,29-02-2024 00:00,82.89,8.71,0.6,12.26,38.84,89.05
29-02-2024 00:00,01-03-2024 00:00,89.39,8.46,0.6,13.64,39.1,88.61
,,75.5706972972973,24.6663234501348,0.743983827493261,23.5634932614555,26.0408571428571,63.4569110512129
